"Name","Fund Type","Attribute Type","Attribute","Rating","Count","Avg % 3 yr","Avg % 1 yr","Avg % 5 yr","Avg % 10 yr","Mgmt Fee %","Exp Ratio %","AUM (US$ millions)"
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Environmental","Climate/Clean Technology","C *",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Environmental","Environment","C",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Environmental","Pollution/Toxics","C",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Governance","Board Issues","C",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Governance","Executive Pay","--",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Alcohol","R",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Animal Welfare","--",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Defense/Weapons","R",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Gambling","R",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Products","Tobacco","R",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Community Development","--",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Diversity & EEO","--",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Human Rights","--",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Labor Relations","--",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SRIGX - Gabelli ESG Fund Inc AAA","All Cap","Social","Sudan","--",1,6.22,8.09,10.00,6.80,1.00,1.68,67.02
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Environmental","Climate/Clean Technology","C",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Environmental","Environment","C",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Environmental","Pollution/Toxics","R",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Governance","Board Issues","C",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Governance","Executive Pay","C",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Alcohol","--",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Animal Welfare","--",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Defense/Weapons","R",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Gambling","--",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Products","Tobacco","R",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Community Development","C",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Diversity & EEO","C",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Human Rights","C",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Labor Relations","C",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Sudan","R",1,4.52,10.26,7.84,5.29,0.64,1.27,121.37
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Environmental","Climate/Clean Technology","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Environmental","Environment","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Environmental","Pollution/Toxics","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Governance","Board Issues","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Governance","Executive Pay","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Alcohol","R",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Animal Welfare","--",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Defense/Weapons","R",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Gambling","R",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Tobacco","R",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Community Development","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Diversity & EEO","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Human Rights","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Labor Relations","P",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Sudan","X",1,7.34,15.05,13.46,7.20,0.15,0.44,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Environmental","Climate/Clean Technology","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Environmental","Environment","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Environmental","Pollution/Toxics","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Governance","Board Issues","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Governance","Executive Pay","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Alcohol","R",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Animal Welfare","--",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Defense/Weapons","R",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Gambling","R",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Tobacco","R",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Community Development","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Diversity & EEO","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Human Rights","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Labor Relations","P",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Sudan","X",1,7.61,15.34,13.77,7.45,0.15,0.18,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Environmental","Climate/Clean Technology","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Environmental","Environment","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Environmental","Pollution/Toxics","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Governance","Board Issues","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Governance","Executive Pay","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Alcohol","R",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Animal Welfare","--",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Defense/Weapons","R",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Gambling","R",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Tobacco","R",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Community Development","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Diversity & EEO","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Human Rights","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Labor Relations","P",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Sudan","X",1,7.46,15.17,13.61,0.00,0.15,0.32,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Environmental","Climate/Clean Technology","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Environmental","Environment","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Environmental","Pollution/Toxics","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Governance","Board Issues","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Governance","Executive Pay","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Alcohol","R",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Animal Welfare","--",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Defense/Weapons","R",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Gambling","R",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Tobacco","R",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Community Development","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Diversity & EEO","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Human Rights","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Labor Relations","P",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Sudan","X",1,7.35,15.11,13.50,7.18,0.15,0.43,2656.43
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Environmental","Environment","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Environmental","Pollution/Toxics","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Governance","Board Issues","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Governance","Executive Pay","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Alcohol","R",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Gambling","R",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Tobacco","R",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Community Development","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Diversity & EEO","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Human Rights","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Labor Relations","P",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Sudan","X",1,3.19,1.38,0.00,0.00,0.35,0.65,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Environmental","Environment","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Environmental","Pollution/Toxics","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Governance","Board Issues","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Governance","Executive Pay","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Alcohol","R",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Gambling","R",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Tobacco","R",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Community Development","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Diversity & EEO","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Human Rights","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Labor Relations","P",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Sudan","X",1,3.48,1.63,0.00,0.00,0.35,0.40,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Environmental","Environment","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Environmental","Pollution/Toxics","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Governance","Board Issues","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Governance","Executive Pay","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Alcohol","R",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Gambling","R",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Tobacco","R",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Community Development","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Diversity & EEO","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Human Rights","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Labor Relations","P",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Sudan","X",1,3.32,1.48,0.00,0.00,0.35,0.55,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Environmental","Environment","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Environmental","Pollution/Toxics","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Governance","Board Issues","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Governance","Executive Pay","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Alcohol","R",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Gambling","R",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Tobacco","R",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Community Development","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Diversity & EEO","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Human Rights","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Labor Relations","P",1,3.16,1.35,0.00,0.00,0.35,0.68,1434.57
